id,name,code,municipality_id:id
par_santarosaval,Santa Rosa,994,mu_valencia
par_santarosairi,Santa Rosa,995,mu_iribarren
par_santarosaber,Santa Rosa,996,mu_bermudez
par_santarosaroj,Santa Rosa,997,mu_rojas
par_santarosalia,Santa Rosalia,998,mu_libertador_dis
par_santarosaliadepalermo,Santa Rosalia de Palermo,999,mu_elhatillo
par_santateresalib,Santa Teresa,1000,mu_libertador_dis
par_santateresaber,Santa Teresa,1001,mu_bermudez
par_santateresadeltuy,Santa Teresa Del Tuy,1002,mu_independencia_mir
par_santiago,Santiago,1003,mu_urdaneta_mir
par_santodomingocar,Santo Domingo,1004,mu_cardenalquintero
par_santodomingofer,Santo Domingo,1005,mu_fernandezfeo
par_santosdeabelgasaraguaimujo,Santos De Abelgas Araguaimujo,1006,mu_antoniodiaz
par_santosmichelena,Santos Michelena,1007,mu_santosmichelena
par_sarare,Sarare,1008,mu_simonplanas
par_seboruco,Seboruco,1009,mu_seboruco
par_seque,Seque,1010,mu_buchivacoa
par_sierraparimaprimabe,Sierra Parima Primabe,1011,mu_altoorinoco
par_simonbolivarsos,Simon Bolivar,1012,mu_sosa
par_simonbolivarcar,Simon Bolivar,1013,mu_caroni
par_simonbolivarbej,Simon Bolivar,1014,mu_bejuma
par_simon_rodriguez_roj,Simon Rodriguez,1015,mu_rojas
par_simonrodriguez,Simon Rodriguez,1016,mu_franciscojavierpulgar
par_sinamaica,Sinamaica,1017,mu_guajira
par_sipapo,Sipapo,1018,mu_autonomoautana
par_siquisique,Siquisique,1019,mu_urdaneta_lar
par_sixtozambrano,Sixto Zambrano,1020,mu_rosariodeperija
par_solano,Solano,1021,mu_autonomorionegro
par_soledad,Soledad,1022,mu_independencia_anz
par_soro,Soro,1023,mu_marino
par_sosa,Sosa,1024,mu_julianmellado
par_sucrefer,Sucre,1025,mu_fernandodepenalver
par_sucresuc,Sucre,1026,mu_sucre_mir
par_sucregir,Sucre,1027,mu_girardot_coj
par_sucrelib,Sucre,1028,mu_libertador_dis
par_sucregom,Sucre,1029,mu_gomez
par_tabasca,Tabasca,1030,mu_libertador_mon
par_tabay,Tabay,1031,mu_santosmarquina
par_tacariguacar,Tacarigua,1032,mu_carlosarvelo
par_tacariguabri,Tacarigua,1033,mu_brion
par_tacariguadelalaguna,Tacarigua De La Laguna,1034,mu_paez_mir
par_tacata,Tacata,1035,mu_guaicaipuro
par_taguay,Taguay,1036,mu_urdaneta_ara
par_taguaya,Taguaya,1037,mu_piar_mon
par_tamaca,Tamaca,1038,mu_iribarren
par_tamare,Tamare,1039,mu_mara
par_tariba,Tariba,1040,mu_cardenas
par_taveraacosta,Tavera Acosta,1041,mu_andresmata
par_temblador,Temblador,1042,mu_libertador_mon
par_temerla,Temerla,1043,mu_nirgua
par_teresen,Teresen,1044,mu_caripe
par_thelmomorles,Thelmo Morles,1045,mu_sanrafaeldeonoto
par_tiara,Tiara,1046,mu_santosmichelena
par_ticoporo,Ticoporo,1047,mu_antoniojosedesucre
par_timotes,Timotes,1048,mu_miranda_mer
par_tinaquillo,Tinaquillo,1049,mu_tinaquillo
par_tintorero,Tintorero,1050,mu_jimenez
par_tocopero,Tocopero,1051,mu_tocopero
par_tocuyito,Tocuyito,1052,mu_libertador_car
par_tocuyodelacosta,Tocuyo De La Costa,1053,mu_monsenoriturriza
par_tomasalfaro,Tomas Alfaro,1054,mu_sirarthurmcgregor
par_torondoy,Torondoy,1055,mu_justobriceno
par_torres,Torres,1056,mu_torres
par_torunos,Torunos,1057,mu_barinas
par_tovar,Tovar,1058,mu_tovar_mer
par_tresdefebrero,Tres De Febrero,1059,mu_laceiba
par_tresesquinas,Tres Esquinas,1060,mu_trujillo
par_trinidaddelacapilla,Trinidad De La Capilla,1061,mu_guanarito
par_trinidadsamuel,Trinidad Samuel,1062,mu_torres
par_tubores,Tubores,1063,mu_tubores
par_tucacas,Tucacas,1064,mu_joselaurenciosilva
par_tucani,Tucani,1065,mu_caraccioloparraolmedo
par_tucupido,Tucupido,1066,mu_josefelixribas_gua
par_tumeremo,Tumeremo,1067,mu_sifontes
par_tunapuicito,Tunapuicito,1068,mu_benitez
par_tunapuy,Tunapuy,1069,mu_libertador_suc
par_tuname,Tuname,1070,mu_urdaneta_tru
par_turmero,Turmero,1071,mu_santiagomarino_ara
par_ucatalajalisa,Ucata Laja Lisa,1072,mu_autonomoatabapo
par_udonperez,Udon Perez,1073,mu_catatumbo
par_unare,Unare,1074,mu_caroni
par_unionpue,Union,1075,mu_puertocabello
par_unioniri,Union,1076,mu_iribarren
par_unionben,Union,1077,mu_benitez
par_universidad,Universidad,1078,mu_caroni
par_upata,Upata,1079,mu_piar_bol
par_urachiche,Urachiche,1080,mu_urachiche
par_uracoa,Uracoa,1081,mu_uracoa
par_urama,Urama,1082,mu_juanjosemora
par_urdanetapae,Urdaneta,1083,mu_paez_por
par_urdanetaurd,Urdaneta,1084,mu_urdaneta_ara
par_urena,Urena,1085,mu_pedromariaurena
par_urica,Urica,1086,mu_pedromariafreites
par_urimare,Urimare,1087,mu_vargas
par_urribarri,Urribarri,1088,mu_colon
par_urumaco,Urumaco,1089,mu_urumaco
par_uvencioantoniovelasquez,Uvencio Antonio Velasquez,1090,mu_sucre_por
par_uveral,Uveral,1091,mu_esteller
par_uveritojos,Uverito,1092,mu_josegregoriomonagas
par_uveritocam,Uverito,1093,mu_camaguan
par_valentinvaliente,Valentin Valiente,1094,mu_sucre_suc
par_valerita,Valerita,1095,mu_miranda_tru
par_valledeeroa,Valle de Eroa,1096,mu_buchivacoa
par_valledeguanape,Valle De Guanape,1097,mu_franciscodelcarmencarvajal
par_valledelapascua,Valle De La Pascua,1098,mu_leonardoinfante
par_vallemorin,Valle Morin,1099,mu_sancasimiro
par_vallesdetucutunemo,Valles De Tucutunemo,1100,mu_zamora_ara
par_valmorerodriguez,Valmore Rodriguez,1101,mu_sucre_zul
par_vegadeguaramacal,Vega De Guaramacal,1102,mu_bocono
par_venanciopulgar,Venancio Pulgar,1103,mu_maracaibo
par_venezuela,Venezuela,1104,mu_lagunillas
par_vicentefuentes,Vicente Fuentes,1105,mu_villalba
par_victorino,Victorino,1106,mu_autonomomaroa
par_vientofresco,Viento Fresco,1107,mu_cedeno_mon
par_villabruzual,Villa Bruzual,1108,mu_turen
par_villadecura,Villa De Cura,1109,mu_zamora_ara
par_villarosa,Villa Rosa,1110,mu_sucre_por
par_villalba,Villalba,1111,mu_villalba
par_virgendelacoromoto,Virgen De La Coromoto,1112,mu_guanare
par_virgendelcarmenlasmesas,Virgen del Carmen Las Mesas,1113,mu_antonioromulocosta
par_virgendelvalle,Virgen Del Valle,1114,mu_tucupita
par_vistaalsol,Vista Al Sol,1115,mu_caroni
par_vistahermosa,Vista Hermosa,1116,mu_angosturadelorinoco
par_xaguas,Xaguas,1117,mu_urdaneta_lar
par_yacambu,Yacambu,1118,mu_andreseloyblanco_lar
par_yagua,Yagua,1119,mu_guacara
par_yaguaraparomar,Yaguaraparo,1120,mu_marcano
par_yaguaraparocaj,Yaguaraparo,1121,mu_cajigal
par_yapacana,Yapacana,1122,mu_autonomoatabapo
par_yaritagua,Yaritagua,1123,mu_pena
par_yocoima,Yocoima,1124,mu_caroni
par_zabala,Zabala,1125,mu_diaz
par_zaraza,Zaraza,1126,mu_pedrozaraza
par_zazaridabuc,Zazarida,1127,mu_buchivacoa
par_zazaridazam,Zazarida,1128,mu_zamora_fal
par_zeaang,Zea,1129,mu_angosturadelorinoco
par_zeazea,Zea,1130,mu_zea
par_zuata,Zuata,1131,mu_josefelixribas_ara
